id	year	month	text
12653	2003	4	s eat out later. Just come home after class. Love love..
12654	2003	4	Depends on what time you leave office and what time we can meet... Almost done here. Should i go home first?
12655	2003	4	t rush.
12656	2003	4	t rush ok?
12657	2003	4	Ok.
12658	2003	4	Ok, see you..
12659	2003	4	Will come down now...
12660	2003	4	Ok. Still busy at work...
12661	2003	4	In cab, call you when i am nearer.
12662	2003	4	s in the vegie compartment in fridge. You
12663	2003	4	Go to @hibiscus at the turf club.
12664	2003	4	No rush, going to be late...
12665	2003	4	No. Already got your ticket!
12666	2003	4	s my dear? Had your chicken porridge?
12667	2003	4	Had lunch? Went toa payoh for lunch just now. Had western food at food court, was ok... Miss my dear ?
12668	2003	4	r hp is running flat too, leave it on charge. Call you later.
12669	2003	4	Should be done by eight. Pick you up later...?
12670	2003	4	Leaving office. Hp running flat. Will sms you on cab...
12671	2003	4	t worry abt me. Just feeling lousy. Will be fine. I miss you. From your cry baby... ?
12672	2003	4	where are you babey?
12673	2003	4	u where?
12674	2003	4	are you at home?
12675	2003	4	huh ???
12676	2003	4	okie
12677	2003	4	sure
12678	2003	4	let me see
12679	2003	4	t been captured yet
12680	2003	4	oh ya babey
12681	2003	4	did you find your wallet?
12682	2003	4	tired!!!!!!
12683	2003	4	hix
12684	2003	4	:@)
12685	2003	4	the tutorial tomorrow is cancelled
12686	2003	4	m comming
12687	2003	4	Oh sorry....I cant make it :)
12688	2003	4	Alrite have a gd rest!
12689	2003	4	Will make my way there now.
12690	2003	4	Wait there at the gallery. Will find my own way.
12691	2003	4	Yes dear. Wat abt you?
12692	2003	4	Ate mi fen... Enjoy you day. Darling i love you...
12693	2003	4	But i thought we are going carrefour tomolo? Wanna meet me at sun tec later ard seven-ish?
12694	2003	4	Ok. Still busy... Le me know what time you will be at city hall.
12695	2003	4	Ok. See you 8.20 at the station..
12696	2003	4	s my sleepy baby? Have a good day and I love you.
12697	2003	4	Eating bread...
12698	2003	4	Call me after your meeting...
12699	2003	4	s my dear?
12700	2003	4	Love you back ?
12701	2003	4	Thank you darling...
12702	2003	4	Come home first. We eat out later.
12703	2003	4	t worry abt me. Have a productive day my dear. ? love you ?
12704	2003	4	Ok. Going back soon... Stomach still feeling bad.
12705	2003	4	Hello dear dear, having bread and feeling much better today... And missing you as usual of course! ? thank you darling. ? At work already?
12706	2003	4	Dinner?
12707	2003	4	Busstop 530
12708	2003	4	ok
12709	2003	4	Sending a hug and kiss to my dear dear telling him i miss him... Hope you day is great! ?
12710	2003	4	Oh ya... Was for maybelle.. Sorry.
12711	2003	4	815pm.
12712	2003	4	I love you dear.
12713	2003	4	Not joining you, buying from coffee shop.
12714	2003	4	Send my regards. Thanks for letting me know see ya.
12715	2003	4	t there? Tell them no cab space! ?
12716	2003	4	How do you address your grandfather?
12717	2003	4	Good nite dear...
12718	2003	4	Dear, light the mosquito coil and leave it burining overnite in the living room.
12719	2003	4	t turn up last nite. Doing laundry now.
12720	2003	4	exam coming, work hard
12721	2003	4	ai ya, die.. haven really start revising
12722	2003	4	Good morning. Was asleep when you sms. You must be tired having slept so late... I am good. Missing you a lot.. Good day! Love and kisses.
12723	2003	4	Love you baby...
12724	2003	4	Have lunch? Just finished mine.  Going grocery shopping with ivy for the office. Want anything?
12725	2003	4	Was going to the bank. So wanted to talk to my dear. Nothing much. Talk to you later. At office already.
12726	2003	4	Not lunching with you. Have a good day at work. Love.
12727	2003	4	Busy... Have a report to rush.
12728	2003	4	Ok. Going karaoke later...
12729	2003	4	?
12730	2003	4	Nite baby. I love you. Sleep well.
12731	2003	4	Eating bread. Had yours? Enjoy your day.
12732	2003	4	Hi dear. Having a meeting? Call me if you are free now...
12733	2003	4	Bring a ground sheet. Those we bought at china town or the blue/yellow sheet at home.
12734	2003	4	Be there at 1115pm.
12735	2003	4	Can u ask ur gf, if e Nuskin clear action set n e marine mud mask is gd?
12736	2003	4	Thanks for you info. Nitez
12737	2003	4	Wha ur piano sch got thief ah. Dont brood over it lah, think abt wat new phone 2 buy. Since ur one got prob also, its telling u 2 buy a new one.
12738	2003	4	Wat time coming back? Dinner??
12739	2003	4	At home sleeping. Feel ok.
12740	2003	4	My house. Going to the post office to pick up my mail. Still feeling drowsy after the medicine. A little hungry... Where are you? Out for dinner?
12741	2003	4	?
12742	2003	4	Yup. Feeling ok after lunch. The rest went out for long lunch.
12743	2003	4	On my way home...
12744	2003	4	m missing my dear... Sob sob... ?
12745	2003	4	s my dear?
12746	2003	4	Having bread. What time did you finish last night? Slept around 1030. Hope you are feeling good to work today...
12747	2003	4	ll do fine. Hug you. ?
12748	2003	4	hi, come back home now
12749	2003	4	wat time?
12750	2003	4	where r u now?
12751	2003	4	How is wk today?
12752	2003	4	Busy? Wanna go 4 movie after the exams?
12753	2003	4	Gd luck!
12754	2003	4	i used to have a job. i got paid every month. in addition, accomdation and food are provided for. but lately, i got retrenched. im jobless now.........
12755	2003	4	ORD lohz..
12756	2003	4	Hi ... testing MTK
12757	2003	4	m the first one..
12758	2003	4	Hi!
12759	2003	4	Yes had a good session at the gym
12760	2003	4	come to the deck we are leaving hall in five mins
12761	2003	4	Ok cya at the deck then. I will be along in a little while.
12762	2003	4	Are you peeps studying at the central forum tonight?
12763	2003	4	dffff
12764	2003	4	hello, wanna have dinner now? we are going to the non air-cond canteen. meet u there!
12765	2003	4	ve you been today? want to go out later?
12766	2003	4	All the best!
12767	2003	4	wat do u wanna noe?
12768	2003	4	Wasshup bro~!
12769	2003	4	U want to play wif me today ah?
12770	2003	4	Wahaha...Dat means u can concentrate on ur studies.. Why u going to sch?
12771	2003	4	How do u know?
12772	2003	4	Coz i miss u..
12773	2003	4	U try call me
12774	2003	4	m going back too... tks... :)
12775	2003	4	So sorry bro, will be 5 min late... am on the MRT right now.
12776	2003	4	ll be mtg for CG at 5.30 pm this thursday. Pse revert... tks!
12777	2003	4	hi i may have smthg on at ten... Can i call u later?
12778	2003	4	dbs savings/savings plus
12779	2003	4	032-7-777777
12780	2003	4	Are you coming
12781	2003	4	Dinner?
12782	2003	4	ok. thanks
12783	2003	4	Can we meet at 3pm? I am sick.. going to see a doctor
12784	2003	4	I think 3pm today would be good.
12785	2003	4	I just transfered 777 plus 77 plus 7 to you.
12786	2003	4	How about your task now
12787	2003	4	Ok
12788	2003	4	Had lunch already i did not have breakfast today
12789	2003	4	Ok
12790	2003	4	Are you back
12791	2003	4	Oh
12792	2003	4	eh.. where r u??
12793	2003	4	e practical results are out le..u noe?
12794	2003	4	s the format for econs ah?hee..
12795	2003	4	ll try later..thanx..
12796	2003	4	hi...are u coming back 4 dinner tonite??
12797	2003	4	hi i just wanna say hi and all the best for the vacation
12798	2003	4	tell u later can ?
12799	2003	4	hi,man
12800	2003	4	how old are you?
12801	2003	4	hey dear, where are you now?
12802	2003	4	coming down now... paiseh
12803	2003	4	Where are you?
12804	2003	4	Dinner
12805	2003	4	Can I borrow ur table tennes net?
12806	2003	4	Faster
12807	2003	4	Lunch
12808	2003	4	ok, but wait for a moment, my gal is online
12809	2003	4	no
12810	2003	4	go to play basketball
12811	2003	4	sorry, missed ur message
12812	2003	4	msn, online
12813	2003	4	10pm
12814	2003	4	thanks u, brother
12815	2003	4	Are u ok?
12816	2003	4	Yes, will go. I just went to lunch not take phone.
12817	2003	4	do u want to play basketball today?
12818	2003	4	where are u now?
12819	2003	4	in my room
12820	2003	4	are u free now? I want to ask u some qns
12821	2003	4	Hey, can we discuss cs2105 tonight?
12822	2003	4	sure , so u come to my room, ok?
12823	2003	4	ok, see u at 7:00 pm
12824	2003	4	is there any training today?
12825	2003	4	t think so.
12826	2003	4	how about ur test today?
12827	2003	4	where are u now, I miss you.
12828	2003	4	are u in ur room? what is ur room no?
12829	2003	4	I am coming
12830	2003	4	hehe, I am fine, thanks.
12831	2003	4	when will u go for Malaysia?
12832	2003	4	why not give me a reponse, what are u busy with?
12833	2003	4	hello, do u still remember me?
12834	2003	4	Hello dear...good morning :)
12835	2003	4	Pa, what time will you be coming home? Please help me get dinner...
12836	2003	4	hi
12837	2003	4	hello
12838	2003	4	s birthday? You go check with her k?
12839	2003	4	think mayb now lor, stay here also unproductive
12840	2003	4	m not gd, jus 2 xian 2 do work liao.. Ok lah u go eat w ur parent lor.. too tired to go to down...
12841	2003	4	u eat, but i c only...
12842	2003	4	If u helping me 2 check e price of e Creative mp3 player, check e one MuVo NX, e one which has a digital screen. Check 128 n 256MB thanks.
12843	2003	4	U from my MEMORY
12844	2003	4	hello francis
12845	2003	4	hello francis . this the world
12846	2003	4	hello francis . this the world. how to help u  by keing these sms
12847	2003	4	Merry Christmas and Happy New Year
12848	2003	4	hello i am a little pig, nice to meet you!
12849	2003	4	good morning, i am a dog.
12850	2003	4	where are u
12851	2003	4	Ok, team A is tze chin and co. Team C is hui min and co.
12852	2003	4	Meet on tue nite for Xyan birthday. Please reply whether can make it or not.
12853	2003	4	m not working today, need a break n go shopping... E rest, when they free?
12854	2003	4	Dont wan lah, let u all go pa tuo.i free doesnt mean e rest will b free.
12855	2003	4	Yup having dinner w mu friend.Tue fine w me.Yest i told her i wan go shopping she also didnt volunteer haha... C first lah.
12856	2003	4	No need lah.Of cos i know u meeting her lah. 2 of u so tian mi of cos will meet n stick together.
12857	2003	4	U working ah? So when u free to meet up with e rest?
12858	2003	4	No lah, she didnt say. U didnt ask yj to go shopping with u? U let me noe when u be free lor.
12859	2003	4	where r u?
12860	2003	4	Why u so ke qi with me, we dun pa tuo for whole day mah. I set on tues can? U wed shld be not free rite?
12861	2003	4	Den i help u ask her? Hee.. Cos i meeting her for dinner.
12862	2003	4	Why say until like dat? Ok lah, i let them noe on tue, den cfm back with u.
12863	2003	4	t make it... I only free on wed.
12864	2003	4	where r u going.....
12865	2003	4	you on your way already?
12866	2003	4	Let me know by tml evening k...
12867	2003	4	kkie... i meet u at around 7.15 at boon lay mrt k
12868	2003	4	Orh ok...
12869	2003	4	m going to be a bit late..
12870	2003	4	gimme a msg when u reach here..
12871	2003	4	kkie..sorrie leh..
12872	2003	4	I confirm with you by tml first hor..
12873	2003	4	i let u know the detail later k
12874	2003	4	hey i remember i already got something on on mon night..So sorry hehe..
12875	2003	4	Have a good lunch and work hard!!
12876	2003	4	Good nite..geez..
12877	2003	4	have a nice day..cya tml
12878	2003	4	nitez..sweet dreams
12879	2003	4	Have a good rest..Take care..
12880	2003	4	Sorrie..I will be late by 10 mins..
12881	2003	4	all the best for your exams!!
12882	2003	4	wanna go shop shop??
12883	2003	4	Happy birthday!! May your dreams come true..
12884	2003	4	rest well..Take care
12885	2003	4	Gimme a msg when u reach home..
12886	2003	4	Thanx a lot!! i will do my best
12887	2003	4	Hi...how r u??
12888	2003	4	how long u will reach here??
12889	2003	4	u got watch the show just now??
12890	2003	4	where are you??
12891	2003	4	enjoy ur day..
12892	2003	4	will u be meeting us later??
12893	2003	4	wanna go watch movies??
12894	2003	4	i ask them c how den confirm wif u k..
12895	2003	4	Do you know the song played on the radio 933 now?
12896	2003	4	Thanx for everything u have done for me!!
12897	2003	4	They already found people to help out liao..
12898	2003	4	kkie..cya tml
12899	2003	4	how are u feeling now? better?? take care hor!!
12900	2003	4	Can you help me record the 7pm tv programme?
12901	2003	4	when u reach here give me a call..
12902	2003	4	i meet you for lunch later k??
12903	2003	4	hey when u free nxt wk to meet up for dinner?
12904	2003	4	kkie..i pay u the money nxt time when i meet u..
12905	2003	4	when are we meeting up to do the project??
12906	2003	4	harlow!! wat u doing now??
12907	2003	4	we meet first den decide go where later k..
12908	2003	4	u wanna go ktv or go watch movies??
12909	2003	4	m meeting them at orchard mrt..u wan join us??
12910	2003	4	wat time u reach home??
12911	2003	4	i will be joining u all later after my meeting..
12912	2003	4	are you going for the gathering??
12913	2003	4	Can you help me check out the price??
12914	2003	4	hey are u meeting us later?? we go buy the tics first..
12915	2003	4	wat are u going to buy for her present??
12916	2003	4	s life?? long time nvb c u liao..
12917	2003	4	u wait for her..we go book the place first..
12918	2003	4	hey i will be a bit late coz i meet my frien pass some stuff first..
12919	2003	4	thanx for the bd celebration..frienz forever..nitez..
12920	2003	4	wanna meet to go study??
12921	2003	4	have u informed them abt the gathering??
12922	2003	4	m busy doing some stuff..so dont tink got time to call u..
12923	2003	4	u free later?? k come my hse help me some pc stuff??
12924	2003	4	kkie...i meet u 1pm at the bugis mrt..
12925	2003	4	hey i got a job lobang for u.. interested in surveyor job??
12926	2003	4	sweet dreams..
12927	2003	4	if u busy, maybe we meet next time lor..
12928	2003	4	dun forget u still owe me a treat ah..haha
12929	2003	4	s ur studies going on??
12930	2003	4	i will reach the busstop 15 mins later..hehe
12931	2003	4	we are eating here before going..haf u eaten?? wanna join us??
12932	2003	4	where u wanna go?? bugis or orchard??
12933	2003	4	u busy now?? wanna chat on phone?
12934	2003	4	thanx for the birthday present..I like it v much..
12935	2003	4	can you help me wake him up??
12936	2003	4	if possible, give me a morning call or sms k??
12937	2003	4	i meet u at the sci canteen after my tutorial at 1pm k??
12938	2003	4	if u coming for the gathering, pls confirm by this wk..thanks
12939	2003	4	Pls reach here asap..we are going off soon..
12940	2003	4	u coming here by mrt or bus??
12941	2003	4	we are sitting near the back door there..come find us hor
12942	2003	4	m reaching soon..where do i walk from there??
12943	2003	4	hey i gonna meet u all guys for a short meeting nxt wed.. i confirm wif u all the details soon..
12944	2003	4	Too cfm with u when u be free for next week?
12945	2003	4	yah, wed i think. But i noe she not free on wed.
12946	2003	4	Like dat clash with my timing. Aiyoh, i got to change date again..
12947	2003	4	Think don need already ... We changing date again ... Her birthday on the 10 right ?
12948	2003	4	Yup we planning for a bbq ... But still waiting for other to confirm ...
12949	2003	4	Good night...
12950	2003	4	Yes... Walking there...
12951	2003	4	Are you on the way?
12952	2003	4	Yo, Zhenyi u sound pessimistic.. I dun tink things shld get any worse.. ji xu jia you.
12953	2003	4	m on the way...
12954	2003	4	this sounds interesting!:D
12955	2003	4	Keep working hard man!
12956	2003	4	U ask ghenglai and yongzhong whether they want to come or not lor.
12957	2003	4	Den u go there find urself lor.. Basement lah, below e extension.
12958	2003	4	.
12959	2003	4	Den tonite u got to work longer lor..
12960	2003	4	ll tell them to meet at 730 at paragon food cellar.
12961	2003	4	Yah bring it along, thanx. Actually i ate on sat with yj, and we waited for 1 hr, but we take e q num and go elsewhere 1st. Tmr weekday shld not be dat long.
12962	2003	4	I think we meet ard 730 lor, cos erp end at 7. How abt ding tai feng? Dat time u all didnt eat rite?
12963	2003	4	Haing ur lunch? Tmr where u want to have dinner.
12964	2003	4	s at paragon... Dunno where you referring to...
12965	2003	4	Fine w me.But fri we go, they say is a long queue thats why we didnt go... U need e flash book? If u wan, remind me tonight then i bring tomw
12966	2003	4	Nope came back from lunch liao.. Anything lor. Wat time can they make it?
12967	2003	4	hey, wat time do u wanna meet for dinner?
12968	2003	4	ok i dun mind
12969	2003	4	how abt we go to macs?
12970	2003	4	do u have any macs coupons?
12971	2003	4	erm...ok, then nmind. we go to BK then.
12972	2003	4	cos i got the BK coupons...
12973	2003	4	later on wanna catch a movie?
12974	2003	4	we can go to PS to watch lor...
12975	2003	4	oh, i was thinking of watching brother bear...
12976	2003	4	u wait ah...i go check the listings...
12977	2003	4	there are 730pm show and the 9pm show at PS. which one?
12978	2003	4	730pm is better right? then after that still not too late to go home..
12979	2003	4	ok i seeya later..
12980	2003	4	DUN BE LATE!
12981	2003	4	thank u nel. eh on for friday k? meet u all at around 6pm at bugis mrt
12982	2003	4	m home safely. thank you so much guys... you guys are the sweetest!
12983	2003	4	eh dun forget to bring the handphone i lent u the last time. i have to return my friend
12984	2003	4	hey are you still awake? I am very bored now... free to chat?
12985	2003	4	happy birthday dear wendy! hope everything turns out well in your life!
12986	2003	4	eh bitch i bought a new handphone! hahahah!
12987	2003	4	<
12988	2003	4	what are you doing niao niao?
12989	2003	4	hey i got an idea! why dun you bring a bottle of red wine instead for tomorrow?
12990	2003	4	s your last paper! you will be free!!!!! woohoo!!
12991	2003	4	boo boo? boo boo boo boo boo.. boo boo boo!!!!!!!!!!
12992	2003	4	t always revolve around you
12993	2003	4	t know how much I fucking miss you...
12994	2003	4	s your address?
12995	2003	4	t be there with you today but just know how very proud I am of you. love u sis..
12996	2003	4	wen ar, can you email me the recipe for rice balls? I have a sudden major craving for them!
12997	2003	4	hey shuz, long time haven heard from you. how r u? everything ok with you?
12998	2003	4	s your masters coming along? dun get too stressed out k? dun give a damn about those bloody proud ass scholars! you can do it gal!!
12999	2003	4	guess wad sia? i won preview tickets to this korean show! woo hoo!!!! i haven lost all my good luck just yet!
13000	2003	4	wen, me and xuan going parkway now. wanna join us?
13001	2003	4	duh! where got lighbulb? know each other so long liaoz. anyway i wanna give you a birthday dinner treat. so on anot?
13002	2003	4	sowee poo poo, no angwy... niao niao love u...
13003	2003	4	ck, my exams over liao. when you wanna meet up?
13004	2003	4	t make it for badminton today.. somethin urgent cropped up last min. will explain to u tonight. long story. sorry sorry sorry!!!!!!
13005	2003	4	so when do you wan the christmas dinner?? wadever it is, i dun wanna see that fella there ok?
13006	2003	4	wah liao i dunno why you bother to include him in our group when no one likes him!! arghhhhhhhhh! you will be the death of me!
13007	2003	4	s different.
13008	2003	4	hey we will miss you terribly when you are gone.. all those great classic jokes... sigh! lookin forward to seeing you in holland next june!
13009	2003	4	u ok? wan me to come over now?
13010	2003	4	wah riao i feel so dulanz! xuan abandon me yet again and stay his fren house! boohoo! i am all alone in the big scary house!
13011	2003	4	wtf mate ^^
13012	2003	4	nite nite xuany poo. niaoey poo wurve u!
13013	2003	4	. hehe
13014	2003	4	xuan can help me buy eggs and orange juice?
13015	2003	4	ma, i cant go vietnam this month. i got a lot of things to take care of here.
13016	2003	4	s house on christmas eve at 7pm for a nice christmas dinner. if you like, you can stay overnite too. bring your swimming wear too if you wanna swim
13017	2003	4	when u free? wanna go christmas shopping at orchard?
13018	2003	4	huh... i dun wanna go clubbing lei... i v broke this month... next month instead k?
13019	2003	4	his number is 93620200. why lei?
13020	2003	4	i got the perfect christmas gift for you! tee hee! i think u will love it!!!
13021	2003	4	you know, i was just thinking.. wanna get a kitty cat next year?
13022	2003	4	will you be flying back in time for christmas?
13023	2003	4	argh! jus had a terrible fight with moi parents. nearly kana disowned sia. lol
13024	2003	4	t believe it... i am so happy for her!! dun tink she will be back for christmas though sighz
13025	2003	4	you wan the black one or white one?
13026	2003	4	hey wad time is everyone coming?
13027	2003	4	wow.. amazing sia... xuan actually requested to attend the potluck. he wans to experiment his new dish. hope we dun die of poisoning sia. hiak hiak
13028	2003	4	atta!!!! u so nice!!!!!! thx so much for yr good lobangs!
13029	2003	4	hey i watchin movie now. call u back later
13030	2003	4	so we confirm the venue next fri ok?
13031	2003	4	it was great meeting up with you guys. hope to do it again soon!
13032	2003	4	dude! tune in to channel 5 now!!!
13033	2003	4	oops pai sei, was playin ps2 jus now. was too engrossed and forgot to reply yr sms
13034	2003	4	i will be cookin bacon and eggs tomorrow morning. will you be back in time for them? hee hee
13035	2003	4	hey wendy said that we can stay overnight at her place next week cos her parents are going to genting. u wanna stay anot?
13036	2003	4	sigh i really need to find a job sia if not next year dunno how to get enough money to go holland
13037	2003	4	this is crazy man! everyone is playin gunbound! the whole world is playin tt stupid game!!!!!!!
13038	2003	4	it is the pain that reminds you what is truly precious. in sadness, we find our humanity...
13039	2003	4	tml i busy. i going to cut my hair at the 10 mins shop. the parkway one. not the bugis one.
13040	2003	4	hey wads wrong with shuz ar? she keeps answering my sms-es in a very vague way. like being very secretive about everything. any idea wads going on with her??
13041	2003	4	hey i am thinking of upgrading my pc. any good lobang anot?
13042	2003	4	piff piff puff puff! niao niao niao niao niao niao niao!! *niao niao song*
13043	2003	4	di!!!!!!!! long time no hear from you liao. how have you been sia? jie miss you a lot!
13044	2003	4	are you free this sunday to come to my church?
13045	2003	4	s house for a lunch gathering this sunday.
13046	2003	4	my favourite color is blue. why lei?
13047	2003	4	hey xuan! i got a brilliant idea! why dun we take up dutch?
13048	2003	4	s your turn to cook next week hor.
13049	2003	4	my parents might be flying back next month for 2 weeks or so.
13050	2003	4	s present with me?
13051	2003	4	xuan is so petty! i hate him! PUFF!
13052	2003	4	oh boy.. shawn is gonna be so damn disappointed when he finds out lyd has a bf liao...
13053	2003	4	i suddenly feel like doing some volunteer work this holiday. are you game for it?
13054	2003	4	i suddenly feel like doing some volunteer work this holiday. are you game for it?
13055	2003	4	thks got yr message. will ring u again to rearrange
13056	2003	4	s on 21st dec at east coast park there
13057	2003	4	ma help me buy black ink cartridge. hp deskjet 820cxi
13058	2003	4	s ex, remember that vivien gal? she was with some hunk. good thing shawn wasnt with me. he will be so dulanz
13059	2003	4	hey do u think i should dye or highlight my hair?
13060	2003	4	i was thinking blonde or brownish lor
13061	2003	4	where u ?
13062	2003	4	home already
13063	2003	4	u busy ? called u but no one ans
13064	2003	4	pass to u tomorrow
13065	2003	4	no prob
13066	2003	4	gd nite
13067	2003	4	c u later
13068	2003	4	not free now. call me later
13069	2003	4	hurry up . starting already
13070	2003	4	reach already. where u ?
13071	2003	4	wat time u going ?
13072	2003	4	dont want
13073	2003	4	hehe
13074	2003	4	no need
13075	2003	4	how r u ?
13076	2003	4	long time no see
13077	2003	4	pls transfer the 10 bux  to my acc asap
13078	2003	4	email me at cbhpc@hotmail.com
13079	2003	4	i going indonesia
13080	2003	4	will be back on wed
13081	2003	4	need me help u get anything ?
13082	2003	4	good luck for your exams
13083	2003	4	when if ur final paper ?
13084	2003	4	wah !! who is she ?
13085	2003	4	i got lobang for movie tickets . u interested ?
13086	2003	4	the golden village 50 bux promo... i got friend working there
13087	2003	4	dont know la. he giving me 2 free tickets
13088	2003	4	u free tomorrow ? wanna go movies ?
13089	2003	4	wat u busy with ?
13090	2003	4	really cannot go ? long time never meet u already .... :(
13091	2003	4	go la . 3 hours wont kill
13092	2003	4	oki see u tomorrow
13093	2003	4	meet u at orchard mrt station control . 630. dont be late
13094	2003	4	sorry i will be late.
13095	2003	4	around 15 minutes
13096	2003	4	u there already ? wait a while more. traffic jam
13097	2003	4	i am on bus 65.. coming. 2 more stops
13098	2003	4	later wat u going to do ?
13099	2003	4	haha oki
13100	2003	4	but i tonight cannot go back late. got something on
13101	2003	4	k talk to u on icq
13102	2003	4	tonite tob at 10pm !!!!
13103	2003	4	me jerm kh jh and u .
13104	2003	4	me in class now. wats up ? cannot talk. call u when i finish
13105	2003	4	cannot . i dont have it with me now
13106	2003	4	when will u get it ?
13107	2003	4	wa so sweet :)
13108	2003	4	nothing juz wondering only
13109	2003	4	curiousity kills the cat
13110	2003	4	wat else did she say ?
13111	2003	4	then u  ?
13112	2003	4	did u send her back ?
13113	2003	4	well done ....
13114	2003	4	k k talk to u some other time . want to sleep already
13115	2003	4	good morning !!
13116	2003	4	can u fetch me ? i done already
13117	2003	4	i now at tpy safra
13118	2003	4	then mama still in jackpot room ?
13119	2003	4	then later then go la
13120	2003	4	sure or not ? dont bluff me lehz
13121	2003	4	ok see u later
13122	2003	4	tomorrow meeting her.... not free
13123	2003	4	going ktv
13124	2003	4	no la... holiday home .
13125	2003	4	got voucher. so not that bad
13126	2003	4	voucher + vip card i think each person 10+
13127	2003	4	u interested in coming ?
13128	2003	4	starts at 3
13129	2003	4	3 till 8
13130	2003	4	but i muz leave at 630
13131	2003	4	got lessons
13132	2003	4	got lessons
13133	2003	4	thiong bahru
13134	2003	4	nm i will settle
13135	2003	4	no choice have to treat her
13136	2003	4	u sure ? dont regret horz
13137	2003	4	been there done that
13138	2003	4	where u ?!?! we all here already . waiting for u
13139	2003	4	haha go and die !!
13140	2003	4	i wanna kill people already
13141	2003	4	k k anything
13142	2003	4	why ?
13143	2003	4	dont know la ... u ownself find out
13144	2003	4	for me to know for u to find out. haha :x
13145	2003	4	oki i give up.
13146	2003	4	so happy !!!!!!! finally bought it
13147	2003	4	the extended version damn nice
13148	2003	4	u should get it too
13149	2003	4	my fave scene is the one about the dwarf and elf . doing the counting of kills
13150	2003	4	later then lend u ....
13151	2003	4	forget it not interested
13152	2003	4	thats all lohz
13153	2003	4	Okie. Then see if dad wanna pick me or da bao. call me later
13154	2003	4	m home liao. See if dad wants to pick me 4 dinner or da bao. U wanna use car, rite?
13155	2003	4	I not using car liao.
13156	2003	4	U done let me noe, my sis is back.
13157	2003	4	ll be late, ard 745 maybe. If u all reach liao, go take a queue num first, i scare a lot of ppl.
13158	2003	4	730. Me now at home waiting for my sis.
13159	2003	4	Wat time u want me to pick u?
13160	2003	4	Chunyan are we gng to find seamstress after prac tonite?
13161	2003	4	re the 2nd last team in that time slot. Coming? :)
13162	2003	4	s a good time to take basic theory test now?
13163	2003	4	s life ?
13164	2003	4	hope thing will be fine
13165	2003	4	jay chaow? he is the kind of RnB in   asia
13166	2003	4	weather is cold, gotto wear more .
13167	2003	4	hihi...long time no see..how are u.?
13168	2003	4	remember to   spend christmas with  chua and company
13169	2003	4	hey francis, this heard u got some sms lobang,. jsut sms got money laio is it ?
13170	2003	4	merry christmas
13171	2003	4	Wan Zhen are u buying gliter powder?
13172	2003	4	s eyewear, at parkway parade and jurong point. The one at parkway provides excellent service.
13173	2003	4	m back.
13174	2003	4	m test driving car and visiting cousin who had operation. Only sunday morning or noon free.
13175	2003	4	yoyo how are u ?
13176	2003	4	remember to get the phone book from  that person.
13177	2003	4	i mean u getit from   him, then u will knowwho to call mah.
13178	2003	4	hey  u wake up late then  u leave ?
13179	2003	4	no lah...i leave aound 18 days , next yr then wanna clear
13180	2003	4	ya . so better dun  eat too much snalke
13181	2003	4	ok. better apply leave from S1
13182	2003	4	think they  will get a gathering for u gusy
13183	2003	4	not really lah...
13184	2003	4	ppl like koh thiam hock they all also come back visit us
13185	2003	4	no lah i am earning money now key in sms  then got ppl pay me
13186	2003	4	think i know him lah that short guy  which curly hair wear black spec
13187	2003	4	yaya... look a bit like kowk pang fai ok know liao .
13188	2003	4	heard from yangzhong that  guardroom will  call up the  office and ask the office one
13189	2003	4	now S4 change liao who can vounch for me ?
13190	2003	4	ya i know liao got loophole
13191	2003	4	relax mode now... hehe...
13192	2003	4	your brother is ntu grad ah ?
13193	2003	4	the back ground is some building in ntu  engin mah
13194	2003	4	take visitor pass loh
13195	2003	4	ya lah  but the guard room will  ask u come here for  what  then hwoto tell them ? oh i am here to eat the porridge ah ?
13196	2003	4	didnt go look leh, u leh?
13197	2003	4	didnt go look leh, u leh? ok
13198	2003	4	same lor.
13199	2003	4	hey that girl that tiem with u was our  1105 classmate ah ?
13200	2003	4	no?
13201	2003	4	she was 1105 classmate, correct, nope, me no item wif her, juz tat we got along well
13202	2003	4	my friends  and i  in a chat session discussing abt her  ambitious
13203	2003	4	we  discussing  whether is it a need to be so big or not
13204	2003	4	but so biog hinder her ot be civil engi neer
13205	2003	4	if she need such a big one, then many  ppl need it  liao, i mean in soc
13206	2003	4	no alh  we are not discussing fromt he viewpoint of lust, we discussing it from the point of being enginner or not
13207	2003	4	orh........lasttime  like she got such a big group of  friends. then now only like she alone liao
13208	2003	4	s why i told u she cant be engineer any more
13209	2003	4	want so manyt ppl to notice her for what ?
13210	2003	4	think abt this.  when she get bf, then  will she want ppl to  look at her  on the street? she did not think  hard enought
13211	2003	4	haha yah lor
13212	2003	4	hehe... lect got so many ppl, u c her everytime meh
13213	2003	4	well not like she really into being an engineer...
13214	2003	4	n its abt self-confidence i think...
13215	2003	4	wah liew! then some more she mention her name and school name
13216	2003	4	s ur target now?
13217	2003	4	no target. really  dunnoe who is  good for me, after  giving up the previous one
13218	2003	4	quite throw face leh
13219	2003	4	wild guess.. maybe top jc gers more hardcore?
13220	2003	4	erm depends on how u c lor...pple r not so conservative n particular liao mah...its juz another body part...
13221	2003	4	its juz changes lah...something u cant avoid but u cant put the blame on any 1 thing oso...
